,fr_yn,bldng_us,bldng_archtctr,bldng_cnt,bldng_ar,ttl_ar,lnd_ar,ttl_grnd_flr,ttl_dwn_flr,bldng_us_clssfctn,tmprtr,wnd_spd,wnd_drctn,hmdt,jmk,rgnl_ar_nm,lnd_us_sttn_nm,fr_sttn_dstnc,bldng_ar_prc,fr_wthr_fclt_dstnc,fr_mn_cnt,mlt_us_yn,cctv_dstnc,fr_wthr_fclt_in_100m,cctv_in_100m,tbc_rtl_str_dstnc,sft_emrgnc_bll_dstnc,ahsm_dstnc,no_tbc_zn_dstnc,bldng_cnt_in_50m,dt_of_fr_hr,dt_of_fr_mth,화재시점나이,한채당가용면적,면적대비예상채수,예상채수초과,한채당평균지상층수,한채당평균지하층수,예상평균층당면적,season,계절평균온도차,반대풍향여부,측면도로크기,차량통행가능여부
7969,0,3,2,6,195.5,195.5,472.0,1.0,0.0,6,-5.5,0.5,50.0,78.0,2,5,5,20127,106366.0,1325,121.0,0,408,0,0,2471,34887,6061,1391,0,6,2,22.0,78.66666666666667,2.414322250639386,1,0.16666666666666666,0.0,195.5,1,-8.171166732361057,1,2,1
7970,0,3,1,3,105.79,105.79,367.0,1.0,0.0,6,25.5,0.6,200.0,96.0,2,1,5,20499,102862.0,3540,121.0,0,491,0,0,5003,39893,6487,3932,0,0,8,63.0,122.33333333333333,3.4691369694678134,0,0.3333333333333333,0.0,105.79,3,0.7625600334098941,0,2,1
7971,0,3,1,2,82.78,129.34,93.0,3.0,0.0,5,18.0,1.8,270.0,90.0,2,15,23,1988,764605.0,20,109.0,0,7,2,3,270,77581,221,61,13,22,5,48.0,46.5,1.1234597728920028,1,1.5,0.0,43.11333333333334,2,4.106736996728317,1,3,1
7972,1,3,1,3,33.06,33.06,516.0,1.0,0.0,6,26.4,1.7,70.0,80.0,2,1,5,19504,274223.0,1642,121.0,0,1236,0,0,2974,33371,4846,191,0,21,8,57.0,172.0,15.607985480943737,0,0.3333333333333333,0.0,33.06,3,1.6625600334098927,1,2,1
7973,0,3,1,1,66.0,66.0,106.0,1.0,0.0,6,8.5,0.5,320.0,93.0,2,1,5,15575,49848.0,4441,121.0,0,2406,0,0,13888,49402,8992,1541,0,8,10,69.0,106.0,1.606060606060606,0,1.0,0.0,66.0,0,-6.916313269493845,1,2,1
7974,0,3,1,4,52.89,52.89,238.02,1.0,0.0,6,8.0,0.5,70.0,90.0,2,1,5,16076,290526.0,10167,121.0,0,145,0,0,16684,53105,11058,743,1,3,3,48.0,59.505,4.500283607487238,0,0.25,0.0,52.89,2,-5.893263003271683,1,3,1
7975,0,3,6,1,93.45,172.8,161.0,2.0,0.0,6,18.8,0.9,110.0,83.0,2,15,23,937,1409443.0,49,194.0,0,31,1,2,346,39705,214,3,4,4,6,12.0,161.0,1.7228464419475655,0,2.0,0.0,86.4,3,-5.937439966590105,0,3,1
7976,0,3,6,2,138.51,262.62,231.8,2.0,0.0,6,23.5,2.5,230.0,98.0,2,15,23,1141,1292361.0,216,194.0,0,83,0,0,159,39420,291,3,7,16,7,16.0,115.9,1.6735253772290812,1,1.0,0.0,131.31,3,-1.237439966590106,0,4,1
7977,0,3,1,2,52.0,52.0,301.0,1.0,0.0,6,19.6,1.4,200.0,65.0,2,1,5,10272,201667.0,1263,121.0,0,1243,0,0,4506,61892,12300,1361,0,22,6,71.0,150.5,5.788461538461538,0,0.5,0.0,52.0,3,-5.1374399665901045,0,2,1
7978,1,3,2,13,81.19,81.19,827.0,1.0,0.0,6,2.0,0.3,0.0,99.0,2,4,5,2848,1088736.0,1279,210.0,0,28,0,1,1807,1142,28093,73,0,7,1,33.0,63.61538461538461,10.185983495504372,1,0.07692307692307693,0.0,81.19,1,-0.6711667323610562,1,2,1
7979,1,3,1,4,92.56,92.56,357.0,3.0,0.0,6,18.3,2.0,200.0,20.0,2,1,5,7402,89614.0,4189,121.0,0,105,0,0,7277,45756,14774,1907,0,12,5,69.0,89.25,3.8569576490924806,1,0.75,0.0,30.853333333333335,2,4.406736996728318,0,2,1
7980,0,3,2,1,88.65,84.15,170.0,1.0,0.0,6,-5.7,1.6,180.0,54.0,2,15,5,1585,753417.0,97,109.0,0,33,0,2,390,76905,260,112,19,22,12,23.0,170.0,1.9176536943034403,0,1.0,0.0,84.15,1,-8.371166732361056,0,2,1
7981,0,3,2,1,72.74,67.03,161.0,1.0,0.0,6,26.6,1.1,50.0,85.0,2,13,5,3239,428103.0,364,109.0,0,125,0,0,935,78217,450,344,1,16,7,18.0,161.0,2.2133626615342314,0,1.0,0.0,67.03,3,1.8625600334098955,1,2,1
7982,0,3,6,1,92.1,176.78,155.0,2.0,0.0,6,13.3,1.0,110.0,75.0,2,15,5,2102,991314.0,100,109.0,0,93,0,0,422,77687,146,108,18,2,5,4.0,155.0,1.6829533116178068,0,2.0,0.0,88.39,2,-0.5932630032716819,0,3,1
7983,0,3,2,2,283.06,283.06,1358.0,1.0,0.0,3,18.8,0.1,0.0,95.0,2,1,5,6817,300099.0,1223,109.0,0,197,0,0,6827,84251,1559,1348,22,22,9,22.0,679.0,4.797569419910973,0,0.5,0.0,283.06,0,3.383686730506156,1,2,1
7984,0,3,1,5,39.8,39.8,86.0,1.0,0.0,6,14.8,1.9,90.0,97.0,7,1,5,14911,363057.0,35,210.0,0,1522,1,0,6042,3302,10180,1122,0,6,5,48.0,17.2,2.1608040201005028,1,0.2,0.0,39.8,2,0.9067369967283181,0,3,1
7985,0,3,1,4,82.65,82.65,149.0,1.0,0.0,6,-8.4,0.1,0.0,79.0,2,1,5,6207,116515.0,1155,109.0,0,289,0,0,4751,68478,759,779,0,7,1,57.0,37.25,1.8027828191167572,1,0.25,0.0,82.65,1,-11.071166732361057,1,2,0
7986,0,3,1,6,94.54,94.54,1617.0,2.0,0.0,6,23.2,0.7,90.0,61.0,2,1,5,13218,69281.0,4691,109.0,0,692,0,0,13988,63459,1406,1293,0,10,6,85.0,269.5,17.10387137719484,0,0.3333333333333333,0.0,47.27,3,-1.5374399665901066,0,2,0
7987,0,3,1,2,17.19,17.19,307.0,1.0,0.0,6,12.7,0.6,20.0,91.0,2,1,5,17165,384574.0,2276,109.0,0,633,0,0,17785,63747,1096,1023,0,10,4,64.0,153.5,17.859220477021523,0,0.5,0.0,17.19,2,-1.1932630032716833,1,2,1
7988,1,3,1,4,52.89,52.89,298.0,1.0,0.0,6,1.2,5.2,250.0,24.0,2,1,5,14285,107207.0,2180,109.0,0,203,0,0,14970,64187,1887,1990,0,19,3,63.0,74.5,5.634335413121573,0,0.25,0.0,52.89,2,-12.693263003271683,1,2,1
7989,1,3,1,3,55.34,55.34,290.0,1.0,0.0,6,0.8,2.4,180.0,61.0,2,13,5,436,353640.0,110,109.0,0,96,0,0,853,72848,338,136,0,4,2,67.0,96.66666666666667,5.240332490061438,0,0.3333333333333333,0.0,55.34,1,-1.8711667323610561,0,2,1
7990,0,3,1,9,149.24,149.24,517.0,1.0,0.0,6,6.8,0.7,180.0,61.0,2,1,5,1820,451274.0,248,109.0,0,681,0,0,551,70605,1930,558,0,10,11,73.0,57.44444444444444,3.464218708121147,1,0.1111111111111111,0.0,149.24,0,-8.616313269493844,0,2,1
7991,1,3,2,1,78.54,72.0,231.0,1.0,0.0,6,27.5,2.3,140.0,47.0,2,1,5,5020,101936.0,2394,109.0,0,264,0,0,3274,68297,237,2645,0,11,6,22.0,231.0,2.941176470588235,0,1.0,0.0,72.0,3,2.762560033409894,0,2,0
7992,0,3,1,4,104.62,104.62,409.0,1.0,0.0,6,-1.3,0.8,230.0,95.0,2,1,5,2210,172065.0,1027,109.0,0,97,0,0,1609,70538,1946,1615,0,5,11,70.0,102.25,3.9093863506021793,1,0.25,0.0,104.62,0,-16.716313269493845,0,2,1
7993,1,3,1,2,52.74,52.74,225.0,1.0,0.0,6,18.1,0.4,0.0,93.0,2,1,5,3126,100404.0,948,109.0,0,857,0,0,1516,69324,2346,1511,1,1,9,67.0,112.5,4.266211604095563,0,0.5,0.0,52.74,0,2.6836867305061567,1,2,1
7994,0,3,5,1,58.5,58.5,231.0,1.0,0.0,6,9.2,0.8,160.0,98.0,2,1,5,2115,420513.0,329,109.0,0,166,0,0,2082,73613,1921,1725,2,11,10,3.0,231.0,3.948717948717949,0,1.0,0.0,58.5,0,-6.216313269493845,0,2,1
7995,0,3,2,3,99.67,97.27,440.0,1.0,0.0,6,31.0,2.2,110.0,72.0,2,1,5,5179,529558.0,33,210.0,0,825,1,0,3552,850,30824,786,0,14,7,20.0,146.66666666666666,4.414568074646333,0,0.3333333333333333,0.0,97.27,3,6.262560033409894,0,2,1
7996,1,3,5,4,109.46,109.46,331.0,1.0,0.0,6,23.8,0.1,0.0,95.0,2,1,5,3115,296912.0,734,109.0,0,286,0,0,1242,69542,1909,1229,0,4,8,93.0,82.75,3.023935684268226,1,0.25,0.0,109.46,3,-0.9374399665901052,1,2,1
7997,0,3,0,1,109.8,175.44,189.0,2.0,0.0,6,23.7,0.5,360.0,93.0,2,15,5,746,1065891.0,6831,176.0,0,79,0,2,343,10134,411,193,9,18,8,18.0,189.0,1.7213114754098362,0,2.0,0.0,87.72,3,-1.0374399665901066,1,2,0
7998,0,3,1,3,58.33,58.33,238.0,1.0,0.0,6,0.1,1.1,270.0,25.0,2,1,5,3997,191667.0,1463,109.0,0,234,0,0,2141,68810,1047,2128,9,10,2,72.0,79.33333333333333,4.080233156180353,0,0.3333333333333333,0.0,58.33,1,-2.571166732361056,1,2,0
7999,0,3,2,2,115.32,109.2,654.0,1.0,0.0,6,-2.0,0.5,320.0,70.0,2,1,5,2526,622711.0,1134,109.0,0,222,0,0,1775,70254,1759,1765,1,5,3,9.0,327.0,5.6711758584807495,0,0.5,0.0,109.2,2,-15.893263003271683,1,2,0
8000,0,3,2,3,84.5,84.5,545.0,1.0,0.0,6,22.8,0.3,0.0,79.0,2,1,5,10149,425914.0,5921,109.0,0,220,0,0,10583,82490,2840,2884,0,8,7,1.0,181.66666666666666,6.449704142011834,0,0.3333333333333333,0.0,84.5,3,-1.9374399665901052,1,2,1
8001,1,3,2,2,115.89,110.15,291.0,1.0,0.0,6,2.2,0.2,0.0,75.0,2,1,5,16162,403995.0,6489,109.0,0,1309,0,0,12659,87463,2747,2749,0,21,1,13.0,145.5,2.511001812063163,0,0.5,0.0,110.15,1,-0.471166732361056,1,2,0
8002,0,3,1,1,34.05,34.05,215.0,1.0,0.0,6,19.0,0.0,0.0,99.0,2,1,5,10799,172070.0,6086,109.0,0,360,0,0,11324,81536,3091,3168,0,23,9,112.0,215.0,6.31424375917768,0,1.0,0.0,34.05,0,3.5836867305061553,1,2,1
8003,0,3,1,1,75.46,75.46,400.0,1.0,0.0,6,4.6,1.0,320.0,94.0,2,7,5,13007,284919.0,5496,109.0,0,466,0,0,12766,82887,1050,1107,0,11,3,20.0,400.0,5.30082162735224,0,1.0,0.0,75.46,2,-9.293263003271683,1,2,1
8004,1,3,1,3,127.86,163.14,205.21,3.0,0.0,6,29.3,2.9,320.0,19.0,2,15,5,2749,551760.0,66,109.0,0,123,2,0,275,78066,476,47,0,14,5,69.0,68.40333333333334,1.604958548412326,1,1.0,0.0,54.379999999999995,2,15.406736996728318,1,2,1
8005,0,3,1,5,86.0,86.0,972.0,1.0,0.0,6,9.3,0.2,0.0,58.0,2,1,5,16889,396512.0,978,118.0,0,3328,0,0,1367,59019,1240,851,0,15,12,82.0,194.4,11.30232558139535,0,0.2,0.0,86.0,1,6.628833267638944,1,2,1
8006,0,3,3,2,165.8,165.8,1054.0,2.0,0.0,6,0.6,0.1,0.0,89.0,2,1,5,14875,247699.0,1891,118.0,0,1346,0,0,5634,54956,85,198,0,2,2,47.0,527.0,6.357056694813028,0,1.0,0.0,82.9,1,-2.071166732361056,1,1,1
8007,1,3,3,1,170.0,170.0,482.0,1.0,0.0,6,5.1,0.9,270.0,54.0,2,1,5,17186,91647.0,629,118.0,0,3687,0,0,931,58671,759,678,0,9,3,46.0,482.0,2.835294117647059,0,1.0,0.0,170.0,2,-8.793263003271683,1,2,1
8008,0,3,3,3,91.5,91.5,430.0,1.0,0.0,2,22.9,1.1,70.0,64.0,2,1,5,17958,324590.0,171,118.0,0,4363,0,0,490,58939,423,138,0,9,9,44.0,143.33333333333334,4.699453551912568,0,0.3333333333333333,0.0,91.5,0,7.483686730506154,1,2,1
8009,1,3,1,3,97.71,97.71,599.0,1.0,0.0,6,1.5,0.3,0.0,84.0,2,4,5,6064,858663.0,1476,118.0,0,6807,0,0,718,64622,1343,648,0,2,11,5.0,199.66666666666666,6.1303858356360665,0,0.3333333333333333,0.0,97.71,0,-13.916313269493845,1,1,0
8010,0,3,3,2,41.3,41.3,129.0,1.0,0.0,6,10.8,0.4,0.0,98.0,2,1,5,3243,230993.0,380,118.0,0,4324,0,0,525,64349,3243,523,5,20,4,88.0,64.5,3.123486682808717,0,0.5,0.0,41.3,2,-3.093263003271682,1,1,1
8011,1,3,1,25,255.72,255.72,267171.0,4.0,0.0,6,28.4,3.3,140.0,23.0,6,4,16,12643,291317.0,162,118.0,0,845,0,0,6418,57902,6287,1625,0,17,5,64.0,10686.84,1044.779446269357,0,0.16,0.0,63.93,2,14.506736996728316,0,3,1
8012,0,3,2,1,99.18,99.18,190.0,2.0,0.0,6,4.7,1.8,340.0,48.0,2,15,5,1922,578746.0,307,118.0,0,1145,0,0,1182,67899,778,551,0,11,2,37.0,190.0,1.9157088122605364,0,2.0,0.0,49.59,1,2.028833267638944,1,4,1
8013,0,3,3,1,82.44,82.44,168.0,1.0,0.0,6,6.6,0.9,360.0,22.0,2,15,5,2763,764563.0,136,118.0,0,1073,0,0,2331,68823,618,72,0,17,2,26.0,168.0,2.037845705967977,0,1.0,0.0,82.44,1,3.9288332676389435,1,2,0
8014,1,3,3,2,99.8,95.8,699.0,1.0,0.0,6,4.7,2.8,290.0,28.0,2,1,5,7502,602296.0,2194,118.0,0,4073,0,0,910,73335,4214,836,0,21,2,9.0,349.5,7.004008016032064,0,0.5,0.0,95.8,1,2.028833267638944,1,2,1
8015,0,3,5,1,69.32,97.04,657.0,2.0,0.0,6,7.2,0.3,0.0,39.0,2,1,5,10377,598722.0,4601,118.0,0,6512,0,0,3202,75873,7171,1147,0,13,12,8.0,657.0,9.477784189267167,0,2.0,0.0,48.52,1,4.5288332676389444,1,1,1
8016,0,3,6,1,112.86,338.58,165.0,3.0,0.0,6,18.9,0.2,0.0,91.0,2,10,11,2915,607833.0,109,118.0,0,768,0,0,2372,68993,477,4,2,1,10,26.0,165.0,1.4619883040935673,0,3.0,0.0,112.86,0,3.483686730506154,1,3,1
8017,0,3,2,1,63.36,63.36,142.0,1.0,0.0,6,20.2,1.4,180.0,43.0,2,15,5,3073,338757.0,65,118.0,0,200,2,0,2321,69034,762,36,2,11,4,30.0,142.0,2.2411616161616164,0,1.0,0.0,63.36,2,6.306736996728317,0,2,0
8018,0,3,1,4,66.7,66.7,132.0,1.0,0.0,6,5.7,0.1,0.0,88.0,2,1,5,2938,166417.0,111,118.0,0,4057,0,0,533,64623,2937,529,0,2,11,70.0,33.0,1.9790104947526237,1,0.25,0.0,66.7,0,-9.716313269493845,1,2,1
8019,0,3,3,3,99.84,99.84,198.0,1.0,0.0,6,21.7,0.3,0.0,86.0,2,15,5,2612,619992.0,179,118.0,0,1202,0,0,2230,68656,673,70,0,23,9,43.0,66.0,1.9831730769230769,1,0.3333333333333333,0.0,99.84,0,6.283686730506155,1,2,1
8020,0,3,2,1,79.97,79.97,291.27,1.0,0.0,6,9.8,0.4,0.0,91.0,2,15,5,2138,865108.0,44,118.0,0,1562,1,0,1913,68127,974,90,0,1,4,20.0,291.27,3.642240840315118,0,1.0,0.0,79.97,2,-4.093263003271682,1,2,0
8021,1,10,6,1,257.57,1079.45,492.33,4.0,1.0,5,-1.8,0.0,0.0,87.0,2,10,11,3289,668037.0,62,118.0,0,768,1,0,2741,69366,217,10,0,2,1,23.0,492.33,1.9114415498699382,0,4.0,1.0,215.89000000000001,1,-4.471166732361056,1,4,1
8022,0,3,3,5,71.9,71.9,1005.1,2.0,0.0,5,8.2,1.4,200.0,61.0,2,1,23,18181,1217607.0,4807,118.0,0,11952,0,0,9044,82903,2399,13,0,2,5,68.0,201.02,13.97913769123783,0,0.4,0.0,35.95,2,-5.693263003271683,0,2,1
8023,0,3,1,1,29.4,29.4,175.0,1.0,0.0,6,26.9,3.7,320.0,30.0,6,1,24,17762,305442.0,1095,118.0,0,10981,0,0,3156,86296,1316,193,0,16,8,41.0,175.0,5.9523809523809526,0,1.0,0.0,29.4,3,2.1625600334098927,1,1,1
8024,0,3,2,1,54.61,54.61,93.0,1.0,0.0,6,-4.2,2.0,140.0,50.0,2,1,5,17416,379051.0,290,118.0,0,12032,0,0,3420,86986,175,24,0,2,12,14.0,93.0,1.7029848013184399,0,1.0,0.0,54.61,1,-6.871166732361056,0,2,0
8025,0,3,1,2,44.2,44.2,205.0,1.0,0.0,6,15.0,0.9,200.0,77.0,2,1,5,19879,282805.0,1178,118.0,0,8684,0,0,1097,84042,4343,967,0,0,4,63.0,102.5,4.638009049773755,0,0.5,0.0,44.2,2,1.1067369967283174,0,2,1
8026,0,3,2,2,112.7,128.46,199.0,2.0,0.0,2,26.1,3.3,70.0,53.0,2,1,5,15367,256889.0,7293,118.0,0,10925,0,0,8762,79543,2814,167,12,15,7,20.0,99.5,1.7657497781721383,1,1.0,0.0,64.23,3,1.3625600334098955,1,2,0
8027,0,3,1,5,116.1,116.1,665.0,1.0,0.0,3,-4.1,1.7,320.0,19.0,2,1,5,7881,155039.0,4257,118.0,0,6356,0,0,5397,70345,736,736,12,11,1,97.0,133.0,5.727820844099914,0,0.2,0.0,116.1,1,-6.771166732361056,1,2,1
8028,0,3,1,2,71.0,71.0,258.0,1.0,0.0,6,10.0,3.2,250.0,19.0,2,1,5,2973,169014.0,2099,118.0,0,3627,0,0,3531,66979,124,65,0,12,3,65.0,129.0,3.6338028169014085,0,0.5,0.0,71.0,2,-3.8932630032716826,1,2,0
8029,0,3,2,3,85.63,85.63,342.0,1.0,0.0,6,18.7,1.0,360.0,88.0,2,1,5,8040,367862.0,4402,118.0,0,6432,0,0,5591,70541,931,931,0,21,8,19.0,114.0,3.9939273619058744,0,0.3333333333333333,0.0,85.63,3,-6.037439966590107,1,2,0
8030,1,3,3,1,148.32,148.32,279.0,1.0,0.0,6,10.7,0.0,0.0,61.0,2,1,5,1532,162487.0,1121,118.0,0,2622,0,0,1963,66936,1383,185,2,17,12,36.0,279.0,1.8810679611650487,0,1.0,0.0,148.32,1,8.028833267638943,1,2,0
8031,0,3,3,5,98.0,98.0,532.0,1.0,0.0,6,8.0,1.0,340.0,71.0,2,5,5,7701,117347.0,3334,118.0,0,6114,0,0,3554,58423,642,627,0,0,3,43.0,106.4,5.428571428571429,0,0.2,0.0,98.0,2,-5.893263003271683,1,2,1
8032,0,3,3,4,69.38,69.38,173.0,2.0,0.0,6,8.2,1.2,270.0,24.0,2,1,5,5492,103800.0,3186,118.0,0,6417,0,0,4117,60854,259,271,0,12,1,38.0,43.25,2.4935139809743445,1,0.5,0.0,34.69,1,5.528833267638943,1,2,1
8033,1,3,1,3,77.0,77.0,271.0,1.0,0.0,6,5.3,0.3,0.0,62.0,2,1,5,5179,129091.0,3044,118.0,0,6668,0,0,3992,61094,451,415,0,19,2,-188995.0,90.33333333333333,3.5194805194805197,0,0.3333333333333333,0.0,77.0,1,2.6288332676389436,1,2,1
8034,0,3,2,1,59.58,82.62,153.0,2.0,0.0,6,31.2,3.7,230.0,75.0,2,1,5,9852,660857.0,228,210.0,0,1138,0,0,2092,230,24900,404,0,17,7,14.0,153.0,2.56797583081571,0,2.0,0.0,41.31,3,6.462560033409893,0,3,1
8035,1,3,1,2,60.0,60.0,813.0,1.0,0.0,6,2.6,0.2,0.0,69.0,2,1,5,3129,518333.0,1007,118.0,0,4734,0,0,1655,63579,2941,464,4,20,11,56.0,406.5,13.55,0,0.5,0.0,60.0,0,-12.816313269493845,1,2,0
8036,0,3,6,1,127.42,382.26,414.0,3.0,0.0,6,12.2,2.7,340.0,45.0,2,1,5,9084,766494.0,768,118.0,0,2028,0,0,3168,60669,2914,253,6,22,5,8.0,414.0,3.2490974729241877,0,3.0,0.0,127.42,2,-1.6932630032716833,1,2,1
8037,0,3,3,3,62.59,62.59,157.0,1.0,0.0,6,20.2,1.4,200.0,84.0,2,5,5,8971,123962.0,2006,118.0,0,2081,0,0,2870,62092,2789,597,0,23,6,38.0,52.333333333333336,2.5083879213931937,1,0.3333333333333333,0.0,62.59,3,-4.537439966590107,0,2,0
8038,0,3,2,2,193.69,239.35,1320.0,3.0,0.0,6,27.8,2.1,110.0,32.0,2,1,5,9184,576467.0,1828,118.0,0,3412,0,0,2757,53732,2237,512,0,13,5,4.0,660.0,6.8150136816562545,0,1.5,0.0,79.78333333333333,2,13.906736996728318,0,2,1
8039,0,3,3,1,35.7,35.7,106.0,1.0,0.0,6,11.6,0.4,0.0,98.0,2,1,23,10907,353786.0,84,118.0,0,713,0,0,1489,51264,1735,37,0,1,5,16.0,106.0,2.9691876750700277,0,1.0,0.0,35.7,2,-2.293263003271683,1,3,1
8040,0,3,5,3,99.36,99.36,330.0,1.0,0.0,6,0.7,0.8,50.0,52.0,2,1,5,7345,213366.0,913,118.0,0,3634,0,0,4011,51548,2483,1003,0,23,12,18.0,110.0,3.321256038647343,0,0.3333333333333333,0.0,99.36,1,-1.9711667323610562,1,2,1
8041,0,3,2,3,127.06,118.66,577.0,1.0,0.0,6,6.1,0.4,0.0,96.0,2,1,5,5640,376707.0,2850,111.0,0,524,0,0,3969,50093,3548,861,0,0,10,19.0,192.33333333333334,4.541161655910593,0,0.3333333333333333,0.0,118.66,0,-9.316313269493845,1,2,1
8042,0,3,6,1,109.94,142.1,660.0,2.0,0.0,6,5.4,1.4,70.0,72.0,2,1,5,8777,1090781.0,4837,111.0,0,783,0,0,7887,56025,7654,1079,0,11,3,3.0,660.0,6.00327451337093,0,2.0,0.0,71.05,2,-8.493263003271682,1,2,1
8043,1,3,1,1,58.31,98.37,137.0,2.0,0.0,6,27.1,1.5,50.0,85.0,2,13,5,856,786825.0,105,111.0,0,174,0,0,9891,48508,763,120,3,18,7,5.0,137.0,2.3495112330646544,0,2.0,0.0,49.185,3,2.3625600334098955,1,2,1
8044,0,3,5,2,133.84,159.0,952.0,3.0,0.0,6,-1.9,0.9,250.0,71.0,2,1,5,9237,789677.0,4372,111.0,0,371,0,0,8355,55275,8118,377,0,7,1,2.0,476.0,7.112970711297071,0,1.5,0.0,53.0,1,-4.571166732361056,1,2,0
8045,0,3,2,2,207.89,207.89,2602.0,2.0,0.0,6,0.2,2.0,320.0,52.0,2,1,20,10453,305626.0,4407,111.0,0,190,0,0,10716,71573,4579,442,1,6,1,12.0,1301.0,12.516234547116264,0,1.0,0.0,103.945,1,-2.471166732361056,1,2,0
8046,0,3,1,1,94.66,145.92,690.0,2.0,0.0,6,27.0,2.8,70.0,33.0,2,1,5,5827,1041667.0,1197,111.0,0,163,0,0,11722,52984,5646,539,0,13,5,2.0,690.0,7.289245721529685,0,2.0,0.0,72.96,2,13.106736996728317,1,2,1
8047,1,3,6,1,106.7,120.31,860.0,2.0,0.0,6,5.4,3.0,270.0,49.0,2,15,5,600,923815.0,47,111.0,0,69,1,1,278,60892,436,23,1,18,12,3.0,860.0,8.059981255857544,0,2.0,0.0,60.155,1,2.728833267638944,1,2,1
8048,0,3,6,1,230.4,654.8,407.0,4.0,0.0,6,23.9,0.5,290.0,82.0,2,15,5,1198,927999.0,7,111.0,0,78,1,4,486,61199,402,64,0,9,6,2.0,407.0,1.7664930555555556,0,4.0,0.0,163.7,3,-0.8374399665901073,1,2,0
8049,1,3,2,1,98.94,98.94,750.0,1.0,0.0,6,22.0,2.8,70.0,59.0,2,1,5,2957,556903.0,736,111.0,0,635,0,0,2336,58546,2283,239,0,20,6,18.0,750.0,7.580351728320195,0,1.0,0.0,98.94,3,-2.737439966590106,1,2,1
8050,0,3,1,2,158.02,158.02,964.0,1.0,0.0,6,20.8,0.8,340.0,95.0,2,1,5,9730,734084.0,5516,111.0,0,1866,0,0,9397,54227,3857,606,0,5,8,6.0,482.0,6.100493608403999,0,0.5,0.0,158.02,3,-3.937439966590105,1,2,1
8051,0,3,5,1,91.25,91.25,431.0,1.0,0.0,6,26.5,0.9,50.0,64.0,2,1,5,12171,737534.0,7964,111.0,0,97,0,0,12059,55859,3845,766,0,14,8,2.0,431.0,4.723287671232876,0,1.0,0.0,91.25,3,1.762560033409894,1,2,1
8052,0,10,6,1,283.22,399.32,764.0,2.0,0.0,5,16.1,1.7,140.0,54.0,2,1,23,8870,743325.0,5467,111.0,0,28,0,2,8806,57641,498,6,0,14,11,10.0,764.0,2.6975496080785253,0,2.0,0.0,199.66,0,0.6836867305061567,0,3,1
8053,1,3,5,1,99.56,99.56,232.6,1.0,0.0,6,23.2,1.6,160.0,95.0,2,15,23,2680,1593567.0,30,109.0,0,42,2,2,364,78202,283,42,1,23,7,4.0,232.6,2.3362796303736437,0,1.0,0.0,99.56,3,-1.5374399665901066,0,3,1
8054,1,3,2,1,87.12,83.51,148.0,1.0,0.0,6,23.6,1.7,50.0,89.0,2,1,5,12342,352054.0,2879,111.0,0,1400,0,0,7739,71442,2267,1329,0,14,7,14.0,148.0,1.6988062442607896,0,1.0,0.0,83.51,3,-1.1374399665901045,1,2,1
8055,0,10,6,1,90.42,271.26,153.0,3.0,0.0,5,7.2,1.9,70.0,19.0,2,1,11,10677,406990.0,20,111.0,0,34,1,4,8736,68873,446,3,0,17,2,20.0,153.0,1.6921035169210352,0,3.0,0.0,90.42,1,4.5288332676389444,1,3,1
8056,1,3,6,2,82.68,165.36,169.0,2.0,0.0,6,24.7,2.6,50.0,71.0,2,1,5,11118,363710.0,42,111.0,0,104,1,0,8619,68944,812,167,0,19,6,17.0,84.5,2.044025157232704,0,1.0,0.0,82.68,3,-0.03743996659010662,1,3,0
8057,0,3,5,1,79.91,79.91,2689.0,1.0,0.0,6,20.1,1.1,340.0,99.0,2,1,5,9966,2102365.0,542,111.0,0,371,0,0,9971,71560,1384,711,2,15,9,2.0,2689.0,33.65035665123264,0,1.0,0.0,79.91,0,4.683686730506157,1,2,1
8058,0,3,2,3,131.95,131.95,383.0,1.0,0.0,6,17.2,0.9,320.0,24.0,2,1,5,4813,226708.0,2013,111.0,0,64,0,1,4736,64984,3575,589,1,11,3,21.0,127.66666666666667,2.902614626752558,1,0.3333333333333333,0.0,131.95,2,3.3067369967283167,1,2,0
8059,1,3,6,1,139.68,235.9,296.0,2.0,0.0,6,32.7,1.2,290.0,51.0,2,13,5,247,452489.0,102,111.0,0,111,0,0,502,61314,596,66,1,15,8,22.0,296.0,2.1191294387170676,0,2.0,0.0,117.95,3,7.962560033409897,1,2,0
8060,0,3,5,2,243.0,243.0,2265.0,2.0,0.0,6,14.1,0.6,360.0,86.0,2,11,5,14410,842105.0,361,111.0,0,357,0,0,2509,63165,1041,323,0,11,11,4.0,1132.5,9.320987654320987,0,1.0,0.0,121.5,0,-1.316313269493845,1,2,1
8061,1,3,6,1,165.78,294.36,224.0,2.0,0.0,6,19.1,2.6,20.0,58.0,2,10,23,665,872633.0,18,174.0,0,47,2,1,712,24133,21202,279,0,18,10,13.0,224.0,1.351188321872361,0,2.0,0.0,147.18,0,3.6836867305061567,1,2,0
8062,1,3,6,2,147.66,145.26,304.0,1.0,0.0,6,-1.0,0.4,0.0,99.0,2,1,5,3915,736610.0,249,174.0,0,287,0,0,1283,27355,23719,234,4,11,12,18.0,152.0,2.0587836922660165,0,0.5,0.0,145.26,1,-3.671166732361056,1,2,1
